"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"NORTH 3","14085 - LKJ","KTL AUTOMOBILE PVT. LTD","Arena","B8735975661","""The customer is registering a critical financial grievance and compliance violation against KTL Automobile Private Limited located in Nadarganj, Lucknow. The vehicle was handed over to the workshop specifically to resolve an AC compressor issue; however, upon completion of the work, the dealership staff extracted an unexplained fee of Rs 3,000 from the customer. Furthermore, the service center completely failed to explain the breakdown of this charge and refused to provide any official tax invoice, job card breakdown, or payment receipt to validate the transaction. This practice of charging unbilled amounts represents a severe breach of brand compliance guidelines, transparent pricing policies, and consumer rights. This case must be immediately escalated to the Works Manager at KTL Nadarganj and the Regional Customer Service Manager (RCSM). The dealership must be ordered to produce the official job card, explain the exact nature of the Rs 3,000 charge, issue a valid tax invoice immediately, or process a full refund if the collection is found to be unauthorized or fraudulent, with a complete resolution update provided to the customer within 24 hours.""","2026-06-19 01:19:58.008621","1154589@maruticrm.onmicrosoft.com","2026-06-19 01:19:58.008621","1154589@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","12845 - MUI","SHIVAM AUTOZONE INDIA PVT. LTD.","Nexa","B4920033228","Customer face an issue in Suzuki connect application as location and trip are not generated as its shows -14675 days. So request the customer to share the screen shot so we have escalate the issue. Customer agreed.","2026-06-19 01:28:36.070162","81107374@maruticrm.onmicrosoft.com","2026-06-19 01:28:36.070162","81107374@maruticrm.onmicrosoft.com","OPEN","Query-Suzuki Connect-Gen 2","OPEN","1",NULL,NULL
"NORTH 1","13729 - GJI","HARYAL SERVICE CENTRE","Arena","B5250894043","The customer's concern was that he needed information about the nearest service center, so I provided the information and told him that I am registering his concern here.","2026-06-19 01:32:48.381601","81130305@maruticrm.onmicrosoft.com","2026-06-19 01:32:48.381601","81130305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH EAST 1","50408 - MHB","SRI JAYARAMA MOTORS PVT. LTD.","True Value","B8936868697","customer wanted to his non maruti cars valuation hence shared the CCM number.","2026-06-19 01:33:38.131241","81110952@maruticrm.onmicrosoft.com","2026-06-19 01:33:38.131241","81110952@maruticrm.onmicrosoft.com","OPEN","Query-True Value","OPEN","1",NULL,NULL
"CENTRAL 4","12259 - PNA","CITY CARS (UNIT OF AGARWAL WHEELS)","Arena","B6187013416","customer want to know about near by service centre hence share the details.","2026-06-19 01:36:01.314212","81110954@maruticrm.onmicrosoft.com","2026-06-19 01:36:01.314212","81110954@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 3","15568 - AEY","POPULAR VEHICLES & SERVICES LTD","Arena","B6326457207","The customer requested dealership details to proceed with a service booking; and wanted to book the service so i provide the dealer details to the customer 
","2026-06-19 01:36:04.353766","1153962@maruticrm.onmicrosoft.com","2026-06-19 01:36:04.353766","1153962@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 4","10839 - NMC","MODERN AUTOMOBILES","Arena","B0006211476","Customer's car met with an accident 15 days ago, but they have not yet received the vehicle back because the service center claims they are not receiving the necessary Maruti parts to carry out the repairs. The number the customer has currently provided was previously linked to a different vehicle; consequently, the details appearing in the system still correspond to the old car, even though the customer now owns an Ertiga.

Resolution - I have informed the customer that i has shared your concern with the team, our team will coordinate with you as soon as possible./WM number share","2026-06-19 01:50:34.937611","1170305@maruticrm.onmicrosoft.com","2026-06-19 01:50:34.937611","1170305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","11709 - PUR","SEEMANCHAL MOTORS PVT. LTD.","Arena","B1013009559","The customer states that they left their accidental vehicle at the workshop for repairs, but it is not being returned to them. Due to the unavailability of spare parts, the vehicle's repair work is being heavily delayed. The customer emphasizes that they dropped off the vehicle a very long time ago, yet it has still not been repaired and delivered. The customer is highly distressed by this ongoing delay. Regarding this issue, the contact number of a senior authority has been shared with them, and an escalation has been raised to ensure their vehicle is repaired and delivered as soon as possible.""","2026-06-19 01:51:32.019698","81110954@maruticrm.onmicrosoft.com","2026-06-19 01:51:32.019698","81110954@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","12648 - HGL","PREM MOTORS PRIVATE LIMITED","Nexa","B2346074968","customer want to do service of his vehicle hence share the details ","2026-06-19 01:51:58.575438","984335@maruticrm.onmicrosoft.com","2026-06-19 01:51:58.575438","984335@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","10916 - BCS","ALANKAR AUTO SALES & SERVICE PVT. LTD.","Arena","B2048014864","The customer's car delivery is scheduled for today. The customer is saying that there is space inside the showroom to hand over the vehicle, but they are delivering it outside instead. The customer is concern about the ongoing heatwave. hence FCR pitched and shared the QCM and SM number. query has been raised.","2026-06-19 02:07:45.581381","81110952@maruticrm.onmicrosoft.com","2026-06-19 02:07:45.581381","81110952@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"EAST 2","10977 - RHS","HINDUSTAN AUTO AGENCY","Arena","B2028584280","""The customer ordered some parts and accessories from a specific workshop, Hindustan Auto Agency, but has not received any resolution or information yet. The workshop is not even confirming the availability of the parts; they keep stating they are trying, but provide no updates. It has been two to two and a half months now, and the customer wants a response as soon as possible. ""Hence Query raised 
","2026-06-19 02:08:32.288249","1153962@maruticrm.onmicrosoft.com","2026-06-19 02:08:32.288249","1153962@maruticrm.onmicrosoft.com","OPEN","Query- Accessories","OPEN","1",NULL,NULL
"CENTRAL 4","10346 - RAL","SHUBH MOTORS","Arena","B0732491892","The customer needed to get their car's bumper replaced and handed the vehicle over for service on June 5, 2026. The service center has stated that the car will be ready on the 24th because the necessary parts are currently unavailable and the repair will take time; the customer is frustrated by this situation.

Resolution - I have informed the customer that i has shared your concern with the team, our team will coordinate with you as soon as possible./WM number share 

","2026-06-19 02:13:46.45834","1170305@maruticrm.onmicrosoft.com","2026-06-19 02:13:46.45834","1170305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","10018 - HAT","KTL PVT. LTD","Arena","B1646361007","The customer's concern is that his car is an accidental car and it has been lying at the workshop for the last 20 days and till now no update is being given on it. the customer said that they have already spoken there but no response is being given nor any update on the car is being given. So the customer wants that they should get a resolution as soon as possible. On this matter, I have confirmed the dealer details and told that your concern will be registered here on a higher priority basis.","2026-06-19 02:18:07.28809","81130305@maruticrm.onmicrosoft.com","2026-06-19 02:18:07.28809","81130305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 1","17222 - MYA","DD MOTORS(A DIVISION OF D.D.MOTORS MOBILITY P","Arena","B2502592522","Customer has done his  vehicle service after service customer is not satisfy with the service the CNG is not working properly. Hence concern has been raised.","2026-06-19 02:22:20.692929","81122506@maruticrm.onmicrosoft.com","2026-06-19 02:22:20.692929","81122506@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 2","17276 - SVT","MANDOVI MOTORS PVT LTD.","Arena","B6541345271","The customer stated that they purchased a car last month and were promised accessories. Although the customer paid an amount of ₹42,080 for these items, they have not yet received them. hence query has been raised.","2026-06-19 02:28:14.401193","81110952@maruticrm.onmicrosoft.com","2026-06-19 02:28:14.401193","81110952@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"NORTH 4","11655 - HSA","UNIQUE MOTORS PVT. LTD.","Arena","B1276182141","Customer states that they were supposed to exchange a vehicle; a deal was finalized involving a ₹56,000 exchange offer. However, a new scheme offering ₹70,000 had been introduced on June 2nd, yet the customer was not informed about it. The customer feels they were lied to by being kept in the dark about the June 2nd scheme. Furthermore, when they questioned this, they were rudely asked, ""Would you have bought the car if the rates had gone up?"" The customer considers this behavior unacceptable and has threatened to go to court if the matter is not addressed today. Virendar Sir is not answering calls. Additionally, the customer is frustrated because they were denied a vehicle when they attempted to purchase one in May 2026. They are extremely upset about this entire situation and insist on an immediate resolution.

Resolution - I have informed the customer that i has shared your concern with the team, our team will coordinate with you as soon as possible.","2026-06-19 02:31:31.625012","1170305@maruticrm.onmicrosoft.com","2026-06-19 11:54:20.655536","1369487@maruti.co.in","Close Initiated","Query - Sales","Active","1",NULL,NULL
